accuracy_score,balanced_accuracy_score,cohen_kappa_score,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,inference_time
0.8043478260869565,0.8250145405022713,0.7431268353887206,0.820717755837643,0.8106418827110169,0.7836668469442942,0.8617626154939588,0.9351598173515981,0.7235823394015485,0.7898148148148149,0.75,0.9497847919655668,7.1664042472839355
