aRMSE,aSAM,overallRMSE,rmsAAD,perClassSumRMSE,class0RMSE,class1RMSE,class2RMSE,class3RMSE,class4RMSE,class5RMSE,rRMSE,rSID,inference_time
0.053141191601753235,0.1690976321697235,0.08280622959136963,0.2935919165611267,0.48606035113334656,0.0879729613661766,0.10313968360424042,0.08248236030340195,0.05022767558693886,0.09289193153381348,0.06934574246406555,0.060675717890262604,2134.03173828125,26.79975724220276
