accuracy_score,balanced_accuracy_score,cohen_kappa_score,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,inference_time
0.7707644475151755,0.8869040117873177,0.7128048767515048,0.8037925090111268,0.6309038534702973,0.8155759870200108,0.9609097370291401,0.9963470319634703,0.9397363465160076,0.975,0.8613053613053613,0.9985652797704447,36.6418571472168
