aRMSE,aSAM,overallRMSE,rmsAAD,perClassSumRMSE,class0RMSE,class1RMSE,class2RMSE,class3RMSE,class4RMSE,class5RMSE,rRMSE,rSID,inference_time
0.06343694776296616,0.20236369967460632,0.0958118885755539,0.3459327220916748,0.5568283796310425,0.09998934715986252,0.11608927696943283,0.09053760766983032,0.045029446482658386,0.1154322698712349,0.08975040167570114,0.06232539936900139,2160.710205078125,31.746907472610474
