1055,182,14,20,2,38,3,13,0
45,3671,1,4,2,5,0,2,0
167,76,120,16,0,17,15,9,0
191,160,8,197,1,40,6,10,0
109,12,2,15,116,9,3,3,0
69,2,0,4,0,929,1,1,0
78,7,1,3,3,13,159,2,0
223,249,6,20,4,33,5,197,0
80,62,1,11,3,17,4,12,0
