val_loss,val_acc,loss,acc,TimeHistory
1.724590390920639,0.46666666120290756,1.674350687435695,0.44329004444472203,2.0006508827209473
1.4352407306432724,0.5430952422320843,1.2902925447984175,0.5768831163257747,1.2668251991271973
1.2883187532424927,0.5714718699455261,0.9603688975239729,0.6917748892462099,1.3152949810028076
1.1179999113082886,0.6612121164798737,0.6839634010495691,0.7938528130580853,1.6575419902801514
1.0927866622805595,0.6910389587283134,0.5017533579950112,0.8496969721534036,1.3454878330230713
0.9767360612750053,0.7319588735699654,0.3269940720169575,0.9118614746378614,1.3474011421203613
1.021977886557579,0.7551190480589867,0.23596574575337884,0.9365368013258104,1.2787127494812012
1.0671540424227715,0.7644155919551849,0.15802869534531197,0.9620779241834369,1.203432559967041
1.0749280527234077,0.7759523838758469,0.08274990897085185,0.9837229491828324,1.048811674118042
1.0183848962187767,0.7908333241939545,0.06968881711027397,0.9851082284729202,1.0335049629211426
1.1486294642090797,0.7816991433501244,0.04380889459854814,0.9929004365747626,1.075826644897461
1.1450765654444695,0.789199136197567,0.03931591138013112,0.9936796597072056,1.0665490627288818
1.1949565708637238,0.7759091034531593,0.04639517234535525,0.9909090988047711,1.030014991760254
