accuracy_score,balanced_accuracy_score,cohen_kappa_score,inference_time,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8
0.778208167763048,0.6729234540814318,0.7028929329416516,13.234233379364014,0.6753554502369669,0.9139027192646496,0.6448979591836734,0.48624708624708624,0.6794055201698513,0.8736154501562057,0.7132116004296455,0.6051202482544609,0.4645550527903469
