5045,23,125,3,9,50,839,286,1
0,12976,2,2645,0,2769,0,7,0
36,5,1415,0,0,5,4,384,0
0,15,0,2778,0,21,0,0,0
0,0,0,0,1092,3,0,0,0
1,414,4,37,1,4289,0,33,0
34,0,1,0,1,0,1044,0,0
35,9,219,0,0,38,9,3122,0
1,0,0,0,0,0,0,0,696
