accuracy_score,balanced_accuracy_score,cohen_kappa_score,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,inference_time
0.8008932537136653,0.8908892744633091,0.746967713079349,0.7906284281460586,0.7052557204195881,0.7652785289345592,0.9872068230277186,0.9972602739726028,0.897468089558485,0.9666666666666667,0.9096736596736597,0.9985652797704447,33.86960196495056
