5708,17,140,0,1,54,287,173,1
3,16999,9,366,0,1016,2,4,0
76,5,1624,0,0,4,1,139,0
0,258,0,2529,0,27,0,0,0
1,0,1,0,1091,2,0,0,0
5,1153,15,12,0,3574,0,20,0
102,0,3,0,0,0,975,0,0
119,8,731,0,1,43,4,2526,0
0,0,0,0,1,0,0,0,696
