accuracy_score,balanced_accuracy_score,cohen_kappa_score,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,inference_time
0.8814588165622069,0.8863369005545676,0.8399515674511815,0.894530637831061,0.9239089080928311,0.8783126014061655,0.8987206823027718,0.9963470319634703,0.747855199832601,0.9027777777777778,0.736013986013986,0.9985652797704447,21.36001491546631
