accuracy_score,balanced_accuracy_score,cohen_kappa_score,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,inference_time
0.8646054384839362,0.90198069633011,0.8218675744890311,0.8975082275505407,0.8380890265775314,0.8583017847485127,0.9488272921108742,0.9972602739726028,0.8625235404896422,0.9212962962962963,0.7954545454545454,0.9985652797704447,7.170903921127319
