aRMSE,aSAM,overallRMSE,rmsAAD,perClassSumRMSE,class0RMSE,class1RMSE,class2RMSE,class3RMSE,class4RMSE,class5RMSE,inference_time
0.02525528520345688,0.07550826668739319,0.033327486366033554,0.1114107221364975,0.19663527607917786,0.038619693368673325,0.039099808782339096,0.03329332545399666,0.023363498970866203,0.02604818157851696,0.03621075674891472,2.465385913848877
