aRMSE,aSAM,overallRMSE,rmsAAD,perClassSumRMSE,class0RMSE,class1RMSE,class2RMSE,class3RMSE,class4RMSE,class5RMSE,rRMSE,rSID,inference_time
0.06515133380889893,0.20061583817005157,0.09312983602285385,0.32705214619636536,0.5427449941635132,0.10240413248538971,0.11238235235214233,0.09295711666345596,0.056214820593595505,0.11325137317180634,0.06553517282009125,0.057742029428482056,2231.445068359375,30.806909799575806
