accuracy_score,balanced_accuracy_score,cohen_kappa_score,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,inference_time
0.8753886393919953,0.8945020876076202,0.8338879368282632,0.8960977903149977,0.8810804935050818,0.8464034613304489,0.937455579246624,0.9963470319634703,0.7951454279137895,0.8824074074074074,0.817016317016317,0.9985652797704447,7.172152996063232
