5718,14,178,5,2,60,195,206,3
0,16211,1,656,0,1525,0,6,0
37,5,1565,0,0,9,1,232,0
0,153,0,2638,1,22,0,0,0
0,0,0,0,1091,4,0,0,0
5,928,1,24,4,3800,0,17,0
121,0,6,0,0,0,953,0,0
42,5,492,0,2,78,9,2804,0
1,0,0,0,0,0,0,0,696
